Signal,Model,Chan,AUC,1e-2,1e-3,1e-4
monoV_Zp2000.0_DM_1.0,Combined-AND-VAE_beta1_z21-Flow,3,0.88,0.3,0.14,0.11
monoV_Zp2000.0_DM_1.0,Combined-OR-VAE_beta1_z21-Flow,3,0.98,0.7,0.09,0.09
monoV_Zp2000.0_DM_1.0,Combined-PROD-VAE_beta1_z21-Flow,3,0.91,0.34,0.14,0.1
monoV_Zp2000.0_DM_1.0,Combined-AVG-VAE_beta1_z21-Flow,3,0.93,0.34,0.14,0.1
stlp_st1000,Combined-AND-VAE_beta1_z21-Flow,3,0.98,0.63,0.29,0.16
stlp_st1000,Combined-OR-VAE_beta1_z21-Flow,3,0.99,0.81,0.07,0.01
stlp_st1000,Combined-PROD-VAE_beta1_z21-Flow,3,0.98,0.69,0.31,0.14
stlp_st1000,Combined-AVG-VAE_beta1_z21-Flow,3,0.99,0.69,0.31,0.14
sqsq_sq1800_neut800,Combined-AND-VAE_beta1_z21-Flow,3,0.97,0.69,0.38,0.19
sqsq_sq1800_neut800,Combined-OR-VAE_beta1_z21-Flow,3,0.98,0.76,0.03,0.0
sqsq_sq1800_neut800,Combined-PROD-VAE_beta1_z21-Flow,3,0.98,0.71,0.39,0.15
sqsq_sq1800_neut800,Combined-AVG-VAE_beta1_z21-Flow,3,0.98,0.72,0.39,0.15
glgl1400_neutralino1100,Combined-AND-VAE_beta1_z21-Flow,3,0.82,0.18,0.04,0.02
glgl1400_neutralino1100,Combined-OR-VAE_beta1_z21-Flow,3,0.94,0.37,0.0,0.0
glgl1400_neutralino1100,Combined-PROD-VAE_beta1_z21-Flow,3,0.86,0.2,0.05,0.01
glgl1400_neutralino1100,Combined-AVG-VAE_beta1_z21-Flow,3,0.88,0.2,0.05,0.01
