Signal,Model,Chan,AUC,1e-2,1e-3,1e-4
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.6949970286858338,0.058837890625,0.00830078125,0.0029296875
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.6831144677239688,0.0693359375,0.014404296875,0.002197265625
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.6873641377197961,0.05908203125,0.011474609375,0.002197265625
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.6975640957192649,0.0625,0.009521484375,0.002197265625
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.7144348697043769,0.06378428637842863,0.013575081357508135,0.004649000464900047
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.7015799026525045,0.06787540678754067,0.018874941887494192,0.003812180381218038
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.7140928331530622,0.05430032543003254,0.014504881450488148,0.0044630404463040455
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.7347919504463737,0.06108786610878661,0.010506741050674106,0.001487680148768015
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.6485513027677436,0.01504424778761062,0.005309734513274336,0.001769911504424779
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.61512609555572,0.016814159292035398,0.002654867256637168,0.001769911504424779
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.624108588561888,0.017699115044247787,0.006194690265486726,0.001769911504424779
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.6893603892334447,0.03185840707964602,0.006194690265486726,0.0008849557522123895
monotop_200_A,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.7252520336165503,0.0392156862745098,0.011385199240986715,0.00189753320683112
monotop_200_A,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.7122591713145259,0.04174573055028463,0.005060088551549652,0.001265022137887413
monotop_200_A,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.7160370215204662,0.04174573055028463,0.012017710309930424,0.002530044275774826
monotop_200_A,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.72304562746861,0.05945604048070841,0.02024035420619861,0.007590132827324478
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.7831319135731433,0.12843590367307225,0.02481148139138896,0.0072974945268791044
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.7782573207843426,0.11165166626125032,0.030406227195329608,0.010216492337630749
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.7773333314859718,0.11797616151787885,0.030649477012892237,0.008027243979567016
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.7754555244357155,0.12113840914619314,0.0277304792021406,0.0065677450741911956
sqsq_sq1800_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.7555038415623424,0.029411764705882356,0.006024096385542169,0.002126151665485471
sqsq_sq1800_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.7242563490312702,0.029411764705882356,0.004961020552799433,0.0010630758327427356
sqsq_sq1800_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.7385926439063405,0.026222537207654145,0.003897944720056698,0.0014174344436569811
sqsq_sq1800_neut800,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.7839563613632611,0.07866761162296244,0.00673281360737066,0.0014174344436569811
stlp_st1000,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.9649892863196672,0.5735178310271122,0.185510181122736,0.11058611767352908
stlp_st1000,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.9624987127317288,0.5684553943075712,0.17178535268309147,0.12048599392507592
stlp_st1000,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.9668884452567762,0.5870176622792215,0.267859151760603,0.07796152548093149
stlp_st1000,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.9521220633535209,0.44110698616267296,0.17234784565192934,0.07289908876139048
stop2b1000_neutralino300,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,1,0.8588569169629833,0.11510791366906475,0.025747822794396063,0.005679666792881484
stop2b1000_neutralino300,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_2,1,0.8528937131992161,0.08065126845891707,0.017985611510791366,0.007004922377887164
stop2b1000_neutralino300,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_sc,1,0.8524802785001635,0.09295721317682697,0.025558500567966682,0.005301022340022719
stop2b1000_neutralino300,ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,1,0.8638496354952719,0.1472926921620598,0.042976145399469895,0.008330177962892843
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_1,1,0.6467691278406438,0.045654296875,0.006591796875,0.002197265625
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_2,1,0.6302917785373822,0.032958984375,0.0078125,0.001708984375
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_sc,1,0.639384480894956,0.0390625,0.0068359375,0.001953125
glgl1400_neutralino1100,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_F_sc,1,0.6580218347137763,0.035400390625,0.004150390625,0.00048828125
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_1,1,0.7044468181065708,0.055788005578800565,0.0099488609948861,0.00297536029753603
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_2,1,0.6839094228243894,0.0392375639237564,0.01199442119944212,0.003161320316132032
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_sc,1,0.6984989734280289,0.04649000464900047,0.010506741050674106,0.0030683403068340305
glgl1600_neutralino800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_F_sc,1,0.6395757044221112,0.03337982333798233,0.0044630404463040455,0.0007438400743840075
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_1,1,0.5882584604604215,0.009734513274336285,0.0008849557522123895,0.0008849557522123895
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_2,1,0.5618560065974011,0.007079646017699116,0.001769911504424779,0.0008849557522123895
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_sc,1,0.5952647492281065,0.008849557522123894,0.001769911504424779,0.0008849557522123895
monojet_Zp2000.0_DM_50.0,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_F_sc,1,0.6451270210428505,0.014159292035398232,0.001769911504424779,0.0
monotop_200_A,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_1,1,0.6683525704521623,0.02340290955091714,0.0031625553447185324,0.001265022137887413
monotop_200_A,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_2,1,0.6782952404804485,0.0196078431372549,0.0031625553447185324,0.00189753320683112
monotop_200_A,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_sc,1,0.6868203344616003,0.018975332068311198,0.003795066413662239,0.00189753320683112
monotop_200_A,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_F_sc,1,0.6990985912564875,0.03352308665401645,0.005060088551549652,0.0006325110689437065
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_1,1,0.7576666024746386,0.07881294089029434,0.015081488688883484,0.003405497445876916
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_2,1,0.732932273034116,0.07151544636341522,0.017757236682072488,0.004621746533690099
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_sc,1,0.7496296144200227,0.0693261980053515,0.014838238871320847,0.004378496716127464
sqsq1_sq1400_neut800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_F_sc,1,0.7395521114326062,0.08246168815373388,0.01824373631719776,0.002675747993189005
sqsq_sq1800_neut800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_1,1,0.7361621051591563,0.026222537207654145,0.0035435861091424525,0.0010630758327427356
sqsq_sq1800_neut800,ALAD_ld20_lr1e-5_bs10000_epoch2000_enc512_L_2,1,0.7105260240904296,0.017363571934798015,0.0028348688873139623,0.0010630758327427356
