Model,MinTotalImprovement,MedianTotalImprovement,MaxTotalImprovement
LS_AND_20_0.001_1000,0.0,1.45985401459854,46.7918023367171
DAGMM_10_1e-06_500_0.01_0.001_100_10_4,0.055555555555555566,1.4583333333333333,5.420183126719653
DAGMM_10_1e-07_1000_0.01_0.01_50_15_4,0.0,1.4542887398517472,6.4355487454510625
DAGMM_10_1e-07_1000_0.001_0.01_50_15_4,0.0,1.4542887398517472,6.4355487454510625
DAGMM_10_1e-06_1000_0.01_0.01_50_10_8,0.0,1.4373897707231038,8.408350890633976
DAGMM_10_1e-06_1000_0.001_0.01_50_10_8,0.0,1.4373897707231038,8.408350890633976
KDE_PCA_D=9,0.0,1.4285714285714284,12.246302212511516
KDE_PCA_D=10,0.0,1.4285714285714284,9.106881405563687
ALAD_ld10_lr1e-5_bs10000_epoch2000_enc512_F_sc,0.055555555555555566,1.4172958133150309,19.229
DAGMM_10_1e-06_5000_0.001_0.01_50_15_4,0.0,1.4091485194146791,8.691723644264174
ALAD_ld10_lr1e-5_bs5000_epoch2000_enc512_L_1,0.0,1.4034800054505703,24.26864688445069
DAGMM_20_1e-06_500_0.01_0.001_50_15_4,0.0,1.4018818115572032,6.590594625988624
DAGMM_20_1e-06_500_0.001_0.001_50_15_4,0.0,1.4018818115572032,6.5916195486923685
DAGMM_10_1e-06_5000_0.001_0.01_50_15_8,0.0,1.4010830740868765,9.478643318734632
VAE-dynamic-beta1e-06-z13_RL,0.0,1.4000000000000001,15.0
VAE-dynamic-beta1-z34_Radius,0.0,1.4000000000000001,30.0
DAGMM_10_1e-07_1000_0.01_0.001_50_15_4,0.0,1.3991769547325106,6.4355487454510625
DAGMM_10_1e-07_1000_0.001_0.001_50_15_4,0.0,1.3991769547325106,6.4355487454510625
LS_OR_20_0.001_1000,0.0,1.3965018592480374,38.97720743152653
DAGMM_10_1e-06_5000_0.01_0.01_50_15_8,0.0,1.3941698352344738,8.770059539460329
DAGMM_10_1e-06_500_0.01_0.001_50_10_4,0.03215434083601286,1.3937908496732025,6.5441890628573125
DAGMM_10_1e-06_5000_0.01_0.01_50_15_4,0.0,1.3930176287590734,7.901243247284804
DAGMM_20_1e-06_1000_0.01_0.001_100_15_4,0.0,1.3901991614255764,6.632958097743462
ALAD_ld20_lr1e-5_bs500_epoch2000_enc512_F_sc,0.16666666666666666,1.3813615333773959,15.575
ALAD_ld30_lr1e-5_bs1000_epoch2000_enc512_F_sc,0.13888888888888887,1.3808139534883719,20.534326369552968
KDE_PCA_D=7,0.0,1.379310344827586,16.03221083455344
DAGMM_20_1e-06_1000_0.001_0.001_100_15_4,0.0,1.3732555479295354,6.628516766027229
LS_IF_30_0.1_10000,0.03215434083601286,1.3681427627230665,22.66958200235732
DAGMM_10_1e-06_500_0.01_0.001_50_10_8,0.03215434083601286,1.36437908496732,5.06482636101194
DAGMM_10_1e-06_500_0.001_0.001_50_10_8,0.03215434083601286,1.3480392156862744,5.06482636101194
LS_Average_30_0.001_10000,0.0,1.3457771632676574,30.281555257613483
ALAD_ld20_lr1e-5_bs1000_epoch2000_enc512_L_1,0.0,1.334294371379063,23.03200886307153
DAGMM_20_1e-06_1000_0.01_0.001_100_15_8,0.0,1.3099551353895176,6.405766898413077
ALAD_ld30_lr1e-5_bs100_epoch2000_enc512_F_sc,0.06430868167202572,1.3086582947785854,24.05493585692079
DAGMM_10_1e-07_1000_0.001_0.01_100_10_8,0.0,1.3054499366286434,6.571332057200766
ALAD_ld20_lr1e-5_bs500_epoch2000_enc512_L_1,0.06430868167202572,1.3046433853484174,31.680360772791722
ALAD_ld20_lr1e-5_bs1000_epoch2000_enc512_F_sc,0.09646302250803859,1.302048909451421,17.490305939427067
DAGMM_10_1e-06_5000_0.001_0.01_100_10_4,0.0,1.3014736262222832,7.6996743918789505
ALAD_ld30_lr1e-5_bs10000_epoch2000_enc512_F_sc,0.055555555555555566,1.298901853122855,17.895150407406774
LS_Product_30_0.001_10000,0.0,1.2982772210336673,30.281555257613483
DAGMM_10_1e-07_1000_0.01_0.01_100_10_8,0.0,1.2962322848254406,6.5499380700371574
LS_KMeans_20_0.001_10000,0.0,1.2957516339869282,11.955841453426958
DAGMM_10_1e-07_1000_0.001_0.01_100_15_8,0.0,1.2927756653992395,6.943408892386376
LS_GMM_20_0.001_10000,0.0,1.2904558600743699,16.189245396430934
DAGMM_10_1e-06_5000_0.01_0.01_100_10_4,0.0,1.2890786393058806,7.6996743918789505
ALAD_ld40_lr1e-5_bs100_epoch2000_enc512_F_sc,0.2406015037593985,1.288830138797092,29.389658529919203
DAGMM_10_1e-07_1000_0.01_0.01_100_15_8,0.0,1.2835580135960363,6.876077379812298
DAGMM_10_1e-06_1000_0.001_0.001_100_10_8,0.03215434083601286,1.2826797385620914,5.042611435420874
ALAD_ld30_lr1e-5_bs100_epoch2000_enc512_L_2,0.09646302250803859,1.2822207534699273,23.064177243299568
VAE-dynamic-beta1e-06-z34_RL,0.0,1.2649110640673518,18.0
VAE-dynamic-beta0.001-z8_RL,0.0,1.2649110640673518,15.0
VAE_TriangularSNF,0.12903225806451613,1.2645786921766478,3.1006707390106603
DAGMM_10_1e-06_1000_0.01_0.01_50_15_4,0.0,1.2644129979035639,8.887186362765751
DAGMM_10_1e-07_1000_0.001_0.01_100_15_4,0.0,1.2639705035142297,6.799463704271212
DAGMM_10_1e-07_1000_0.01_0.01_100_15_4,0.0,1.2605138840880286,6.799463704271212
VAE_NoF,0.15060240963855423,1.2599805257972574,2.9730352615810096
DAGMM_10_1e-06_1000_0.001_0.01_50_15_4,0.0,1.2552410901467506,8.887186362765751
LS_IF_4_1.0_10000,0.0,1.2491738268341044,36.04673434208006
DAGMM_20_1e-06_1000_0.001_0.001_100_15_8,0.0,1.2473794549266246,6.3885140329000185
LS_AND_30_0.001_10000,0.0,1.2359550561797752,27.575545344288614
LS_OR_30_0.001_1000,0.0,1.2291237703042783,41.14154376556216
DAGMM_10_1e-06_5000_0.001_0.01_100_15_8,0.0,1.2229720424183994,7.929515418502202
LS_Average_13_0.001_10000,0.0,1.2209302325581395,21.12365692420697
LS_Product_13_0.001_10000,0.0,1.2209302325581395,21.12365692420697
ALAD_ld10_lr1e-5_bs5000_epoch2000_enc512_L_2,0.0,1.2121212121212124,20.72906168326472
VAE-static-beta0.999-z13_Radius,0.09999999999999999,1.2,12.0
VAE-dynamic-beta1-z21_Radius,0.0,1.2,33.0
VAE-static-beta1-z34_Radius,0.09999999999999999,1.2,15.0
DeepSetVAE_beta_0.001_weight_10.0,0.11111111111111113,1.199294532627866,6.835943348204928
LS_AND_13_0.001_10000,0.0,1.1991279069767442,21.976050972822467
DAGMM_10_1e-06_1000_0.01_0.001_50_10_8,0.0,1.191176470588235,8.868032943880483
LS_KMeans_20_0.001_1000,0.0,1.1868032879180272,12.786640900197417
DAGMM_10_1e-07_1000_0.001_0.01_100_10_4,0.0,1.1867726696624035,6.607929515418502
DAGMM_10_1e-07_1000_0.01_0.01_100_10_4,0.0,1.1833160502362023,6.607929515418502
DAGMM_10_1e-06_5000_0.01_0.01_100_15_8,0.0,1.1802781985952346,7.929515418502202
KDE_PCA_D=8,0.0,1.1770157553290084,15.880838029835346
ALAD_ld30_lr1e-5_bs500_epoch2000_enc512_F_sc,0.09646302250803859,1.176470588235294,19.50257084778189
DAGMM_10_1e-06_1000_0.01_0.001_100_10_8,0.03215434083601286,1.176470588235294,4.964170813092106
LS_IF_30_1.0_10000,0.03215434083601286,1.1752506049083995,37.38747366404903
DAGMM_10_1e-07_5000_0.001_0.001_100_15_4,0.0,1.1725005719514985,6.148247462171997
LS_AND_13_0.001_1000,0.0,1.1717939854821984,27.00632062823214
LS_Product_13_0.001_1000,0.0,1.170641779006798,29.630339015514267
LS_Average_13_0.001_1000,0.0,1.170641779006798,29.630339015514267
LS_Average_30_0.001_1000,0.0,1.1698612029081294,24.22907488986784
LS_Product_30_0.001_1000,0.0,1.1698612029081294,24.22907488986784
DAGMM_10_1e-07_5000_0.01_0.001_100_15_4,0.0,1.169068862960421,6.148247462171997
LS_OR_13_0.001_1000,0.0,1.1683373660559973,38.28768435165677
DAGMM_10_1e-06_5000_0.001_0.01_100_10_8,0.0,1.1678832116788318,7.450679946370428
ALAD_ld40_lr1e-5_bs100_epoch2000_enc512_L_1,0.03215434083601286,1.1637285401543955,36.027188070784796
LS_VAE_30_1e-05_1000,0.0,1.1627906976744184,41.44274952597325
DAGMM_10_1e-07_5000_0.001_0.001_100_15_8,0.0,1.1616334934797528,6.358935069909979
ALAD_ld10_lr1e-5_bs100_epoch2000_enc512_L_2,0.03215434083601286,1.1601307189542485,30.20447207939734
DAGMM_10_1e-07_5000_0.01_0.001_100_15_8,0.0,1.159345687485701,6.358935069909979
ALAD_ld40_lr1e-5_bs1000_epoch2000_enc512_L_1,0.03215434083601286,1.1566424322538005,23.09834133342444
ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_F_sc,0.09646302250803859,1.1566424322538005,16.684
DAGMM_10_1e-06_5000_0.01_0.01_100_10_8,0.0,1.1486021209199835,7.450679946370428
ALAD_ld40_lr1e-5_bs5000_epoch2000_enc512_F_sc,0.13888888888888887,1.1429888235971886,16.596914982661726
ALAD_ld40_lr1e-5_bs100_epoch2000_enc512_L_sc,0.03215434083601286,1.1418366171217882,33.949157109920044
DAGMM_10_1e-07_5000_0.001_0.001_100_10_8,0.0,1.1353237245481584,5.554491476728597
DAGMM_10_1e-07_5000_0.01_0.001_100_10_8,0.0,1.1324639670555934,5.554491476728597
LS_OR_13_0.001_10000,0.0,1.1050102951269731,42.44397624976057
LS_AND_30_0.001_1000,0.0,1.103767349636484,23.451939666216838
DAGMM_10_1e-07_5000_0.001_0.01_100_15_4,0.0,1.1032944406314342,6.129094043286727
DAGMM_10_1e-07_5000_0.01_0.01_100_15_4,0.0,1.1021505376344085,6.129094043286727
ALAD_ld10_lr1e-5_bs100_epoch2000_enc512_L_sc,0.03215434083601286,1.102028314139004,39.635296583525445
VAE-static-beta1-z13_Radius,0.09999999999999999,1.0999999999999999,17.0
VAE-static-beta0.001-z34_Radius,0.0,1.0999999999999999,12.649110640673518
VAE-dynamic-beta1-z8_Radius,0.0,1.0999999999999999,24.0
VAE-dynamic-beta0.999-z13_Radius,0.0,1.0999999999999999,30.0
DAGMM_10_1e-06_500_0.001_0.001_50_10_4,0.03215434083601286,1.099673202614379,6.66194188518781
DAGMM_10_1e-07_5000_0.001_0.01_100_15_8,0.0,1.0987188286433311,6.358935069909979
DAGMM_20_1e-06_1000_0.01_0.001_100_10_8,0.0,1.0971579643093192,6.417553509506157
DAGMM_10_1e-07_500_0.001_0.001_50_15_8,0.0,1.0969005645811727,6.876077379812298
DAGMM_10_1e-07_5000_0.01_0.01_100_15_8,0.0,1.0952871196522533,6.358935069909979
DAGMM_10_1e-07_500_0.01_0.001_50_15_8,0.0,1.0945961516303722,6.876077379812298
ALAD_ld20_lr1e-5_bs20000_epoch2000_enc512_L_2,0.0,1.0934439451549716,16.974578554960022
DAGMM_20_1e-06_1000_0.001_0.001_100_10_8,0.0,1.0905485789821547,6.404229514357459
DAGMM_10_1e-07_500_0.001_0.01_50_15_8,0.0,1.0899873257287707,6.799463704271212
DAGMM_10_1e-07_1000_0.001_0.001_100_15_8,0.0,1.0888351192533703,7.048458149779736
DAGMM_10_1e-07_500_0.01_0.01_50_15_8,0.0,1.0876829127779697,6.799463704271212
DAGMM_10_1e-07_500_0.001_0.01_50_10_8,0.0,1.0830740868763684,6.263167975483623
DAGMM_10_1e-07_500_0.001_0.01_50_15_4,0.0,1.0830740868763684,6.703696609844857
DAGMM_10_1e-06_500_0.001_0.001_100_10_8,0.03215434083601286,1.0819218804009678,5.668666706377918
DAGMM_10_1e-07_500_0.001_0.001_50_10_4,0.0,1.0773130544993663,6.550469258762689
DAGMM_10_1e-07_500_0.01_0.01_50_15_4,0.0,1.0773130544993663,6.703696609844857
DAGMM_10_1e-07_500_0.01_0.01_50_10_8,0.0,1.076160848023966,6.263167975483623
DAGMM_10_1e-07_1000_0.01_0.001_100_15_8,0.0,1.0750086415485656,7.048458149779736
LS_VAE_4_1e-05_1000,0.03215434083601286,1.0689773507206586,44.79083035821049
DAGMM_10_1e-07_500_0.01_0.001_50_10_4,0.0,1.068095402696163,6.550469258762689
DAGMM_10_1e-07_500_0.001_0.001_50_15_4,0.0,1.0657909897453623,6.76115686650067
DAGMM_10_1e-06_500_0.001_0.001_100_10_4,0.055555555555555566,1.065359477124183,5.358062231805087
DAGMM_10_1e-07_1000_0.001_0.001_100_10_8,0.0,1.0623343703191612,6.550469258762689
DAGMM_10_1e-07_500_0.01_0.001_50_15_4,0.0,1.0611821638437606,6.76115686650067
ALAD_ld40_lr1e-5_bs20000_epoch2000_enc512_L_2,0.0,1.060970029741478,14.201670784798212
ALAD_ld10_lr1e-5_bs5000_epoch2000_enc512_L_sc,0.0,1.060398078242965,36.93744947150942
LS_OR_4_1e-05_1000,0.0,1.0600706713780919,44.838660084385296
ALAD_ld20_lr1e-5_bs100_epoch2000_enc512_L_1,0.03215434083601286,1.0588235294117647,32.70186706752533
DAGMM_10_1e-07_5000_0.001_0.01_100_10_8,0.0,1.0581102722489133,5.535338057843325
ALAD_ld10_lr1e-5_bs500_epoch2000_enc512_L_1,0.03215434083601286,1.05718954248366,28.26900619816151
DAGMM_10_1e-07_5000_0.01_0.01_100_10_8,0.0,1.0563944177533742,5.535338057843325
DAGMM_10_1e-07_1000_0.01_0.001_100_10_8,0.0,1.0542689249913584,6.550469258762689
ALAD_ld40_lr1e-5_bs500_epoch2000_enc512_L_1,0.15037593984962408,1.0529627087622968,24.38242955954128
DAGMM_10_1e-06_500_0.01_0.01_50_10_4,0.03215434083601286,1.0523221634332742,10.347271438695959
DAGMM_10_1e-06_1000_0.001_0.001_50_10_8,0.0,1.0522875816993464,8.868032943880483
ALAD_ld30_lr1e-5_bs100_epoch2000_enc512_L_1,0.055555555555555566,1.0512468542667583,31.138859944312536
ALAD_ld20_lr1e-5_bs20000_epoch2000_enc512_L_sc,0.0,1.050812305565157,20.582687067700686
DAGMM_10_1e-06_500_0.001_0.001_50_15_8,0.03215434083601286,1.0496600990897567,5.554491476728597
DAGMM_10_1e-06_500_0.001_0.01_50_10_4,0.03215434083601286,1.0493827160493827,10.347271438695959
ALAD_ld20_lr1e-5_bs5000_epoch2000_enc512_F_sc,0.0,1.0466877840517836,17.102
LS_VAE_30_0.001_1000,0.0,1.0465116279069768,27.082934303773225
DeepSetVAE_beta_0.001_weight_1.0,0.09729166666666668,1.0427468602373542,5.9011862597747715
DAGMM_10_1e-06_500_0.01_0.001_50_15_8,0.03215434083601286,1.0427468602373542,5.554491476728597
ALAD_ld10_lr1e-5_bs500_epoch2000_enc512_L_sc,0.22222222222222227,1.042483660130719,38.16809893104171
DAGMM_10_1e-07_500_0.001_0.001_50_10_8,0.0,1.041594653761954,6.339781651024707
DAGMM_10_1e-06_1000_0.01_0.001_50_15_8,0.0,1.0392156862745099,9.3851752537828
DAGMM_10_1e-07_500_0.01_0.01_50_10_4,0.0,1.0369858278603525,6.550469258762689
DAGMM_10_1e-07_500_0.001_0.01_50_10_4,0.0,1.035833621384952,6.550469258762689
ALAD_ld40_lr1e-5_bs1000_epoch2000_enc512_L_2,0.0,1.0346814149095518,21.25348046668147
DAGMM_10_1e-07_500_0.01_0.001_50_10_8,0.0,1.0335292084341514,6.339781651024707
LS_Average_4_0.001_1000,0.0,1.0317460317460316,45.4672793426829
DAGMM_20_1e-06_500_0.01_0.001_50_10_8,0.0,1.0310641110376735,6.574879144531184
LS_OR_4_1.0_10000,0.16541353383458643,1.0310641110376735,46.964183106684544
LS_Product_4_0.001_1000,0.0,1.02880658436214,45.45703011564545
DAGMM_10_1e-06_500_0.01_0.001_100_15_4,0.03215434083601286,1.0277681760571493,5.249485711128322
ALAD_ld40_lr1e-5_bs20000_epoch2000_enc512_L_sc,0.0,1.0260809883321895,15.11969628336937
DAGMM_10_1e-06_1000_0.01_0.01_100_10_4,0.03215434083601286,1.0259433962264153,10.21969250911964
DAGMM_20_1e-06_500_0.001_0.001_50_10_8,0.0,1.024454725710509,6.543106540715054
ALAD_ld40_lr1e-5_bs1000_epoch2000_enc512_L_sc,0.0,1.0150939048277452,29.98173488636704
DAGMM_10_1e-06_500_0.01_0.001_100_10_8,0.03215434083601286,1.0150939048277452,5.697296336208111
ALAD_ld30_lr1e-5_bs1000_epoch2000_enc512_L_sc,0.0,1.0101744186046513,37.39557445279516
ALAD_ld30_lr1e-5_bs20000_epoch2000_enc512_F_sc,0.055555555555555566,1.0043468313886983,18.066
ALAD_ld30_lr1e-5_bs5000_epoch2000_enc512_F_sc,0.12861736334405144,1.004149377593361,15.928
VAE-dynamic-beta0.999-z34_Radius,0.0,1.0,30.0
VAE-dynamic-beta0.999-z21_Radius,0.0,1.0,34.0
