Signal,Model,Chan,AUC,1e-2,1e-3,1e-4
glgl1400_neutralino1100,DeepSetVAE_beta_1.0_weight_1.0,1,0.6390536560431889,0.1084912109375,0.0565697021484375,0.029610302734375
glgl1600_neutralino800,DeepSetVAE_beta_1.0_weight_1.0,1,0.7189790109968321,0.1116643421664342,0.051177963737796366,0.02613870757787076
monojet_Zp2000.0_DM_50.0,DeepSetVAE_beta_1.0_weight_1.0,1,0.5905373898866568,0.08141592920353982,0.035398230088495575,0.021238938053097345
monotop_200_A,DeepSetVAE_beta_1.0_weight_1.0,1,0.7171283312365291,0.13358001265022135,0.06667868437697659,0.038583175205566096
sqsq1_sq1400_neut800,DeepSetVAE_beta_1.0_weight_1.0,1,0.7346345390959946,0.16419362685477987,0.06590440282169789,0.03579142544393092
sqsq_sq1800_neut800,DeepSetVAE_beta_1.0_weight_1.0,1,0.7481077988045148,0.16335931963146705,0.06301842664776755,0.03188990077958894
stlp_st1000,DeepSetVAE_beta_1.0_weight_1.0,1,0.93196797363204,0.6007582405219936,0.1963741703228709,0.07753818202272472
stop2b1000_neutralino300,DeepSetVAE_beta_1.0_weight_1.0,1,0.8118839459259871,0.16985800833017795,0.07421431276031806,0.039568345323741004
chaneut_cha200_neut50,DeepSetVAE_beta_1.0_weight_1.0,2a,0.4772276024150087,0.0,0.0,0.0
chaneut_cha250_neut150,DeepSetVAE_beta_1.0_weight_1.0,2a,0.4715982716606298,0.0,0.0,0.0
chaneut_cha300_neut100,DeepSetVAE_beta_1.0_weight_1.0,2a,0.5437024253146738,0.003215434083601286,0.0,0.0
chaneut_cha400_neut200,DeepSetVAE_beta_1.0_weight_1.0,2a,0.5202030928979955,0.0027777777777777783,0.0,0.0
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_1.0_weight_1.0,2a,0.8817412305147942,0.24122007278299176,0.03276402987933347,0.0024899444550852325
pp23mt_50,DeepSetVAE_beta_1.0_weight_1.0,2a,0.4468868355078659,0.002066115702479339,0.0,0.0
pp24mt_50,DeepSetVAE_beta_1.0_weight_1.0,2a,0.4744319191898365,0.00449616503570484,0.0005289605924358637,0.0
chacha_cha300_neut140,DeepSetVAE_beta_1.0_weight_1.0,2b,0.5097320106920842,0.08270676691729323,0.03609022556390978,0.021052631578947368
chacha_cha400_neut60,DeepSetVAE_beta_1.0_weight_1.0,2b,0.5914617689278343,0.12131919905771495,0.056940321947389086,0.03297997644287397
chacha_cha600_neut200,DeepSetVAE_beta_1.0_weight_1.0,2b,0.6305443919504001,0.15269709543568466,0.05394190871369295,0.02821576763485477
chaneut_cha200_neut50,DeepSetVAE_beta_1.0_weight_1.0,2b,0.5911094453568626,0.06939854593522803,0.03502974223397224,0.021150033046926642
chaneut_cha250_neut150,DeepSetVAE_beta_1.0_weight_1.0,2b,0.4573214794031553,0.04869186046511628,0.02616279069767442,0.013905692829457365
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_1.0_weight_1.0,2b,0.9428857646577421,0.5588136519704139,0.3074717035923541,0.1690677661809672
pp23mt_50,DeepSetVAE_beta_1.0_weight_1.0,2b,0.5420607346308506,0.10082304526748972,0.06319811875367431,0.043797766019988235
pp24mt_50,DeepSetVAE_beta_1.0_weight_1.0,2b,0.6353843011228604,0.11486880809507001,0.06094834686433698,0.03812530885986586
stlp_st1000,DeepSetVAE_beta_1.0_weight_1.0,2b,0.9488491163355566,0.5813745780126229,0.2934631586672537,0.1471181711434023
glgl1400_neutralino1100,DeepSetVAE_beta_1.0_weight_1.0,3,0.6504710047517995,0.06162348163568575,0.037452888637448674,0.03503582933762497
glgl1600_neutralino800,DeepSetVAE_beta_1.0_weight_1.0,3,0.6390552021027945,0.05297379483335525,0.03133047828533201,0.02916614663052968
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_1.0_weight_1.0,3,0.6100144642044567,0.1010277318041114,0.08758874198240563,0.08624484300023505
monoV_Zp2000.0_DM_1.0,DeepSetVAE_beta_1.0_weight_1.0,3,0.4999423138426215,0.10466699062344836,0.09955683395999566,0.0990458182936504
monojet_Zp2000.0_DM_50.0,DeepSetVAE_beta_1.0_weight_1.0,3,0.4880632979607864,0.07298649321879612,0.06789005772781914,0.06738041417872144
monotop_200_A,DeepSetVAE_beta_1.0_weight_1.0,3,0.5710610016458311,0.057673369846295876,0.0443680627920256,0.04303753208659857
sqsq1_sq1400_neut800,DeepSetVAE_beta_1.0_weight_1.0,3,0.6484499252546636,0.06523454109230642,0.0416559451665985,0.0392980855740277
sqsq_sq1800_neut800,DeepSetVAE_beta_1.0_weight_1.0,3,0.5236803141424199,0.04504361041937127,0.035157135622383234,0.03416848814268444
stlp_st1000,DeepSetVAE_beta_1.0_weight_1.0,3,0.6527024097587181,0.06365946912542986,0.04022185724035389,0.037878096051846284
stop2b1000_neutralino300,DeepSetVAE_beta_1.0_weight_1.0,3,0.6464702548835071,0.05943687161563566,0.03498183290435058,0.03253632903322208
glgl1400_neutralino1100,DeepSetVAE_beta_1.0_weight_10.0,1,0.6417282890263901,0.078369140625,0.0205078125,0.00732421875
glgl1600_neutralino800,DeepSetVAE_beta_1.0_weight_10.0,1,0.7292144218032759,0.09056252905625292,0.022873082287308232,0.007717340771734076
monojet_Zp2000.0_DM_50.0,DeepSetVAE_beta_1.0_weight_10.0,1,0.6298306399867457,0.06814159292035399,0.016937758112094397,0.009734513274336285
monotop_200_A,DeepSetVAE_beta_1.0_weight_10.0,1,0.7105678487055022,0.11068943706514864,0.036685641998734975,0.010120177103099304
sqsq1_sq1400_neut800,DeepSetVAE_beta_1.0_weight_10.0,1,0.7411740513373521,0.1347603989297008,0.03547506689369983,0.0138652396010703
sqsq_sq1800_neut800,DeepSetVAE_beta_1.0_weight_10.0,1,0.7605486746518099,0.1683876683203402,0.0387735648476258,0.013465627214741321
stlp_st1000,DeepSetVAE_beta_1.0_weight_10.0,1,0.92561510939468,0.5935639554505568,0.1657242659466757,0.05227916526043425
stop2b1000_neutralino300,DeepSetVAE_beta_1.0_weight_10.0,1,0.8026577732803449,0.15372964786065885,0.042029534267322984,0.01609238924649754
chaneut_cha200_neut50,DeepSetVAE_beta_1.0_weight_10.0,2a,0.4698360279319799,0.0045045045045045045,0.0,0.0
chaneut_cha250_neut150,DeepSetVAE_beta_1.0_weight_10.0,2a,0.4688607023921668,0.0,0.0,0.0
chaneut_cha300_neut100,DeepSetVAE_beta_1.0_weight_10.0,2a,0.5647899522907357,0.00964630225080386,0.0,0.0
chaneut_cha400_neut200,DeepSetVAE_beta_1.0_weight_10.0,2a,0.5264444166805486,0.008333333333333333,0.0,0.0
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_1.0_weight_10.0,2a,0.8433631776335544,0.21649875502777244,0.049430760390729744,0.029879333461022794
pp23mt_50,DeepSetVAE_beta_1.0_weight_10.0,2a,0.4898570859198499,0.008264462809917356,0.002066115702479339,0.0010330578512396695
pp24mt_50,DeepSetVAE_beta_1.0_weight_10.0,2a,0.4528762463518306,0.00952790267125099,0.0023807193864057124,0.0015868817773075905
chacha_cha300_neut140,DeepSetVAE_beta_1.0_weight_10.0,2b,0.4802630639843503,0.081203007518797,0.057156390977443614,0.039097744360902256
chacha_cha400_neut60,DeepSetVAE_beta_1.0_weight_10.0,2b,0.5751368785883779,0.09658421672555947,0.0636042402826855,0.04558462897526502
chacha_cha600_neut200,DeepSetVAE_beta_1.0_weight_10.0,2b,0.6081905789483504,0.1087136929460581,0.05726141078838174,0.039586182572614106
chaneut_cha200_neut50,DeepSetVAE_beta_1.0_weight_10.0,2b,0.5711558204109558,0.08526107072042301,0.05089226701916722,0.037476107072042304
chaneut_cha250_neut150,DeepSetVAE_beta_1.0_weight_10.0,2b,0.436882576063058,0.06177325581395349,0.03746988049095607,0.028635683139534882
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_1.0_weight_10.0,2b,0.9748515478942548,0.6711862910894358,0.3837608855332161,0.1880649237286688
pp23mt_50,DeepSetVAE_beta_1.0_weight_10.0,2b,0.5005626173301843,0.09200470311581424,0.06878306878306878,0.05158928571428571
pp24mt_50,DeepSetVAE_beta_1.0_weight_10.0,2b,0.602756758920635,0.10424755853629836,0.07012589716437227,0.05067399694081657
stlp_st1000,DeepSetVAE_beta_1.0_weight_10.0,2b,0.9639884266019898,0.6066581046039434,0.3080516659327756,0.1386312050491707
glgl1400_neutralino1100,DeepSetVAE_beta_1.0_weight_10.0,3,0.6808156782920762,0.08573117824135976,0.01434260949150377,0.003473074045230351
glgl1600_neutralino800,DeepSetVAE_beta_1.0_weight_10.0,3,0.6608109533930414,0.0835210972641897,0.01355265093501773,0.003161319815983218
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_1.0_weight_10.0,3,0.9327808038460568,0.4985094745338744,0.1515187676097452,0.061474415395359125
monoV_Zp2000.0_DM_1.0,DeepSetVAE_beta_1.0_weight_10.0,3,0.4788177617139842,0.09135256278307324,0.08220323777574462,0.08100330970942594
monojet_Zp2000.0_DM_50.0,DeepSetVAE_beta_1.0_weight_10.0,3,0.4691100160891106,0.055388587036103866,0.047555791754401236,0.04508212390113666
monotop_200_A,DeepSetVAE_beta_1.0_weight_10.0,3,0.5569919201726498,0.037516121864269364,0.010928677478710723,0.005054576106381178
sqsq1_sq1400_neut800,DeepSetVAE_beta_1.0_weight_10.0,3,0.7124727682755401,0.11560387643469465,0.02030588522156433,0.003952919855522719
sqsq_sq1800_neut800,DeepSetVAE_beta_1.0_weight_10.0,3,0.5102034101308857,0.029911710347329888,0.009323280381146135,0.005053830093485076
stlp_st1000,DeepSetVAE_beta_1.0_weight_10.0,3,0.6845313900577004,0.09837207665507308,0.01704066066384112,0.003973429111842164
stop2b1000_neutralino300,DeepSetVAE_beta_1.0_weight_10.0,3,0.7212859707296784,0.12486122324009315,0.022130563131120832,0.0053572764623693436
glgl1400_neutralino1100,DeepSetVAE_beta_0.001_weight_1.0,1,0.690308546150614,0.055908203125,0.006512695312500002,0.0
glgl1600_neutralino800,DeepSetVAE_beta_0.001_weight_1.0,1,0.6768715319838058,0.05783356578335658,0.0049907949790795,0.0
monojet_Zp2000.0_DM_50.0,DeepSetVAE_beta_0.001_weight_1.0,1,0.5353437337704057,0.03451327433628318,0.003958407079646018,0.0
monotop_200_A,DeepSetVAE_beta_0.001_weight_1.0,1,0.6509968464809495,0.05882352941176471,0.011385199240986715,0.0
sqsq1_sq1400_neut800,DeepSetVAE_beta_0.001_weight_1.0,1,0.7354530186866262,0.09146193140355144,0.008270493797129653,0.00048649963512527365
sqsq_sq1800_neut800,DeepSetVAE_beta_0.001_weight_1.0,1,0.6235469667356216,0.0595322466335932,0.004961020552799433,0.0
stlp_st1000,DeepSetVAE_beta_0.001_weight_1.0,1,0.8514842926011583,0.2375430307121161,0.038016987287658906,0.004612442344470694
stop2b1000_neutralino300,DeepSetVAE_beta_0.001_weight_1.0,1,0.7953233202714933,0.12676448315032182,0.01836425596365013,0.001893222264293828
chaneut_cha200_neut50,DeepSetVAE_beta_0.001_weight_1.0,2a,0.3994399196797997,0.0045045045045045045,0.0,0.0
chaneut_cha250_neut150,DeepSetVAE_beta_0.001_weight_1.0,2a,0.4071106039900404,0.004424778761061947,0.0,0.0
chaneut_cha300_neut100,DeepSetVAE_beta_0.001_weight_1.0,2a,0.4597628838313962,0.006430868167202572,0.003215434083601286,0.0
chaneut_cha400_neut200,DeepSetVAE_beta_0.001_weight_1.0,2a,0.4597826086956522,0.009729166666666669,0.0,0.0
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_0.001_weight_1.0,2a,0.8601571173807847,0.1149473280980655,0.00976824363148822,0.0011492051331162614
pp23mt_50,DeepSetVAE_beta_0.001_weight_1.0,2a,0.3684609141710137,0.003764020070838253,0.0010330578512396695,0.0
pp24mt_50,DeepSetVAE_beta_0.001_weight_1.0,2a,0.4463851782122692,0.003086485056863264,0.0,0.0
chacha_cha300_neut140,DeepSetVAE_beta_0.001_weight_1.0,2b,0.4393786358510966,0.015037593984962403,0.001503759398496241,0.0
chacha_cha400_neut60,DeepSetVAE_beta_0.001_weight_1.0,2b,0.5196802940698066,0.024734982332155483,0.0051672288253560355,0.001177856301531213
chacha_cha600_neut200,DeepSetVAE_beta_0.001_weight_1.0,2b,0.5326196904654797,0.031965340493043684,0.003913870776526379,0.0008298755186721991
chaneut_cha200_neut50,DeepSetVAE_beta_0.001_weight_1.0,2b,0.5673715020172445,0.02643754130865829,0.004626569729015202,0.0006609385327164572
chaneut_cha250_neut150,DeepSetVAE_beta_0.001_weight_1.0,2b,0.4520101833461936,0.01671881856077227,0.0031359426910299005,0.0
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_0.001_weight_1.0,2b,0.9398560992800848,0.17097418902991066,0.01246989289557746,0.0013153174698074849
pp23mt_50,DeepSetVAE_beta_0.001_weight_1.0,2b,0.4253009683305233,0.01557907113462669,0.003233392122281011,0.00029394473838918284
pp24mt_50,DeepSetVAE_beta_0.001_weight_1.0,2b,0.5715696697645056,0.03180021178962232,0.0070596540769502295,0.0005883045064125191
stlp_st1000,DeepSetVAE_beta_0.001_weight_1.0,2b,0.8372438683536341,0.07937912813738443,0.009320416850139441,0.001100836635843241
glgl1400_neutralino1100,DeepSetVAE_beta_0.001_weight_1.0,3,0.7999013215362122,0.10427468602373544,0.0282290586473096,0.0012674271229404304
glgl1600_neutralino800,DeepSetVAE_beta_0.001_weight_1.0,3,0.8116588708469537,0.11410432395332876,0.0296918056172366,0.0012010981468771448
gluino_1000.0_neutralino_1.0,DeepSetVAE_beta_0.001_weight_1.0,3,0.9729099683988032,0.5901186259774772,0.17318644274543118,0.014035374327473916
